Time (s)	Throttle (u)	Thrust (N)
0.000	100	0.069035
0.007	100	0.074376
0.018	100	0.062934
0.030	999	0.087852
0.042	999	0.377200
0.054	999	1.039077
0.065	999	1.840788
0.077	999	2.545038
0.089	999	3.094546
0.101	999	3.498743
0.112	999	3.787219
0.125	999	3.979797
0.136	999	4.115855
0.148	999	4.194388
0.159	999	4.236873
0.172	999	4.275894
0.183	999	4.298689
0.195	999	4.306779
0.206	999	4.313641
0.219	999	4.325709
0.230	999	4.329039
0.241	999	4.329374
0.254	999	4.328569
0.265	999	4.328346
0.277	999	4.324278
0.288	999	4.316792
0.301	999	4.321194
0.312	999	4.316747
0.324	999	4.313976
0.336	999	4.315987
0.348	999	4.314467
0.359	999	4.310065
0.371	999	4.298466
0.383	999	4.305081
0.395	999	4.305729
0.406	999	4.301550
0.418	999	4.303137
0.430	999	4.298913
0.442	999	4.299494
0.453	999	4.299583
0.466	999	4.302354
0.477	999	4.296432
0.489	999	4.291046
0.500	999	4.298198
0.513	999	4.297214
0.524	999	4.294242
0.535	999	4.290800
0.547	999	4.283045
0.559	999	4.279089
0.571	999	4.282978
0.582	999	4.281190
0.595	999	4.278419
0.606	999	4.272094
0.618	999	4.277570
0.629	999	4.277726
0.642	999	4.277816
0.653	999	4.278039
0.665	999	4.275826
0.677	999	4.273972
0.689	999	4.271156
0.700	999	4.270530
0.712	999	4.271022
0.724	999	4.260160
0.736	999	4.249209
0.747	999	4.251243
0.759	999	4.258529
0.771	999	4.254305
0.783	999	4.248136
0.794	999	4.244762
0.807	999	4.249187
0.818	999	4.249880
0.830	999	4.247869
0.841	999	4.239666
0.853	999	4.243242
0.865	999	4.249791
0.876	999	4.244494
0.888	999	4.246394
0.900	999	4.246036
0.912	999	4.242885
0.923	999	4.247645
0.936	999	4.250684
0.947	999	4.243533
0.959	999	4.239734
0.970	999	4.238214
0.983	999	4.232157
0.994	999	4.231956
1.006	999	4.236269
1.017	999	4.235823
1.030	999	4.233878
1.041	999	4.230302
1.053	999	4.231308
1.065	999	4.228425
1.077	999	4.225766
1.088	999	4.227353
1.100	999	4.229699
1.112	999	4.224000
1.124	999	4.217921
1.135	999	4.221385
1.148	999	4.221028
1.159	999	4.216603
1.170	999	4.214793
1.182	999	4.218525
1.194	999	4.226034
1.206	999	4.215284
1.217	999	4.206926
1.229	999	4.212669
1.241	999	4.211731
1.253	999	4.210368
1.264	999	4.204512
1.277	999	4.203171
1.288	999	4.207931
1.300	999	4.208267
1.311	999	4.204043
1.324	999	4.204356
1.335	999	4.200154
1.347	999	4.194478
1.358	999	4.196668
1.371	999	4.195796
1.382	999	4.191818
1.394	999	4.201182
1.406	999	4.193941
1.418	999	4.193048
1.429	999	4.186164
1.441	999	4.187818
1.453	999	4.192466
1.465	999	4.191304
1.476	999	4.185292
1.488	999	4.175705
1.500	999	4.175615
1.511	999	4.178811
1.523	999	4.178655
1.535	999	4.174140
1.547	999	4.168307
1.558	999	4.177515
1.570	999	4.178342
1.582	999	4.176599
1.594	999	4.180152
1.605	999	4.175012
1.618	999	4.174632
1.629	999	4.178454
1.641	999	4.174744
1.652	999	4.164374
1.665	999	4.164374
1.676	999	4.161581
1.688	999	4.160686
1.699	999	4.159949
1.712	999	4.165179
1.723	999	4.169246
1.735	999	4.168576
1.747	999	4.174297
1.759	999	4.164575
1.770	999	4.160820
1.781	999	4.154876
1.794	999	4.152261
1.805	999	4.152775
1.817	999	4.155613
1.829	999	4.158720
1.841	999	4.161536
1.852	999	4.155949
1.864	999	4.152038
1.876	999	4.153580
1.888	999	4.154139
1.899	999	4.150384
1.911	999	4.149490
1.923	999	4.154407
1.935	999	4.153490
1.946	999	4.147613
1.959	999	4.144886
1.970	999	4.144193
1.982	999	4.141735
1.993	999	4.146138
2.006	999	4.142137
2.017	999	4.127812
2.029	999	4.132349
2.040	999	4.141869
2.053	999	4.142271
2.064	999	4.143992
2.076	999	4.134762
2.088	999	4.131678
2.100	999	4.128482
2.111	999	4.127499
2.122	999	4.130382
2.135	999	4.133645
2.146	999	4.132729
2.158	999	4.128728
2.169	999	4.124348
2.182	999	4.131834
2.193	999	4.121018
2.205	999	4.121934
2.217	999	4.126314
2.229	999	4.120973
2.240	999	4.123766
2.252	999	4.129667
2.264	999	4.131209
2.276	999	4.127722
2.287	999	4.126515
2.300	999	4.120303
2.311	999	4.122381
2.323	999	4.113441
2.334	999	4.111475
2.347	999	4.111408
2.358	999	4.107139
2.370	999	4.110916
2.381	999	4.105016
2.393	999	4.105105
2.405	999	4.110805
2.416	999	4.111564
2.429	999	4.109530
2.440	999	4.106513
2.452	999	4.107452
2.463	999	4.110939
2.476	999	4.105910
2.487	999	4.103407
2.499	999	4.104391
2.510	999	4.105888
2.523	999	4.112324
2.534	999	4.104122
2.546	999	4.093551
2.558	999	4.094959
2.570	999	4.101910
2.581	999	4.097865
2.593	999	4.101396
2.605	999	4.094914
2.617	999	4.091451
2.628	999	4.097842
2.641	999	4.091093
2.652	999	4.087495
2.664	999	4.093238
2.675	999	4.098066
2.687	999	4.093618
2.699	999	4.096367
2.710	999	4.094155
2.722	999	4.076611
2.734	999	4.076633
2.746	999	4.083986
2.757	999	4.092903
2.770	999	4.089685
2.781	999	4.080991
2.793	999	4.077147
2.804	999	4.081796
2.817	999	4.089551
2.828	999	4.079025
2.840	999	4.075829
2.851	999	4.074779
2.864	999	4.075873
2.875	999	4.073661
2.887	999	4.074131
2.899	999	4.070845
2.911	999	4.075605
2.922	999	4.085640
2.934	999	4.077103
2.946	999	4.071135
2.957	999	4.073460
2.969	999	4.075159
2.981	999	4.073035
2.993	999	4.062017
3.004	999	4.068029
3.016	999	4.069616
3.028	999	4.068789
3.040	999	4.061392
3.051	999	4.061503
3.063	999	4.060163
3.075	999	4.065370
3.087	999	4.066889
3.098	999	4.061101
3.111	999	4.062196
3.122	999	4.059179
3.134	999	4.061012
3.145	999	4.057950
3.158	999	4.055045
3.169	999	4.060677
3.181	999	4.053905
3.192	999	4.055223
3.205	999	4.060900
3.216	999	4.054508
3.227	999	4.053637
3.240	999	4.050642
3.251	999	4.050284
3.263	999	4.062487
3.274	999	4.062040
3.287	999	4.055335
3.298	999	4.055246
3.310	999	4.049346
3.321	999	4.044072
3.334	999	4.040361
3.345	999	4.043446
3.357	999	4.046597
3.369	999	4.051715
3.381	999	4.045300
3.392	999	4.043960
3.404	999	4.048407
3.416	999	4.048876
3.428	999	4.040585
3.439	999	4.040295
3.452	999	4.043781
3.463	999	4.045703
3.475	999	4.046038
3.486	999	4.044384
3.499	999	4.045122
3.510	999	4.044518
3.522	999	4.036853
3.533	999	4.029746
3.545	999	4.030663
3.557	999	4.032919
3.568	999	4.035959
3.581	999	4.033545
3.592	999	4.028606
3.604	999	4.037099
3.615	999	4.031221
3.628	999	4.028494
3.639	999	4.028673
3.651	999	4.028092
3.662	999	4.026483
3.675	999	4.031109
3.686	999	4.030841
3.698	999	4.036607
3.710	999	4.031735
3.722	999	4.024159
3.733	999	4.027064
3.745	999	4.028696
3.757	999	4.027243
3.769	999	4.029791
3.780	999	4.026170
3.793	999	4.028785
3.804	999	4.024293
3.816	999	4.016672
3.827	999	4.014683
3.840	999	4.015868
3.851	999	4.016158
3.862	999	4.020359
3.874	999	4.020337
3.887	999	4.020136
3.898	999	4.023421
3.909	999	4.024159
3.922	999	4.012135
3.933	999	4.007375
3.945	999	4.014862
3.956	999	4.018728
3.969	999	4.012180
3.980	999	4.003129
3.992	999	4.008112
4.003	999	4.011509
4.016	999	4.011979
4.027	999	4.011711
4.039	999	4.005274
4.051	999	4.009990
4.063	999	4.010973
4.074	999	4.003330
4.086	999	4.006995
4.098	999	4.002123
4.110	999	4.004783
4.121	999	4.002637
4.134	999	4.002838
4.145	999	4.009074
4.157	999	4.004201
4.168	999	4.000313
4.181	999	3.997318
4.192	999	3.998167
4.203	999	3.996603
4.215	999	3.989206
4.227	999	3.993429
4.239	999	4.007084
4.250	999	4.007219
4.263	999	3.996737
4.274	999	3.989630
4.286	999	3.991865
4.297	999	3.994860
4.310	999	3.994771
4.321	999	3.991172
4.333	999	3.989474
4.344	999	3.986993
4.357	999	3.988356
4.368	999	3.984177
4.380	999	3.986993
4.392	999	3.981696
4.404	999	3.990703
4.415	999	3.994346
4.427	999	3.981696
4.439	999	3.983194
4.451	999	3.990167
4.462	999	3.985473
4.475	999	3.979417
4.486	999	3.983507
4.497	999	3.984736
4.509	999	3.982747
4.521	999	3.985295
4.533	999	3.981719
4.544	999	3.982322
4.556	999	3.981339
4.568	999	3.981451
4.580	999	3.982546
4.591	999	3.983641
4.604	999	3.984155
4.615	999	3.984110
4.627	999	3.975461
4.638	999	3.972310
4.651	999	3.978746
4.662	999	3.977160
4.674	999	3.977182
4.685	999	3.976512
4.698	999	3.964488
4.709	100	3.962410
4.721	100	3.713155
4.733	100	2.665855
4.745	100	1.667587
4.756	100	1.008928
4.768	100	0.615190
4.780	100	0.388844
4.792	100	0.260049
4.803	100	0.183437
4.814	100	0.146093
4.827	100	0.118828
4.838	100	0.101105
4.850	100	0.087048
4.862	100	0.074890
4.874	100	0.069080
4.885	100	0.060274
4.897	100	0.058062
4.909	100	0.061883
4.921	100	0.059000
4.932	100	0.058173
4.945	100	0.060207
4.956	100	0.058531
4.968	100	0.051491
4.979	100	0.056408
4.992	100	0.066487
5.003	100	0.065526
5.015	100	0.058956
5.026	100	0.059760
5.039	100	0.061258
5.050	100	0.057078
5.062	100	0.059112
5.074	100	0.058196
5.086	100	0.057369
5.097	100	0.044563
5.109	100	0.047401
5.121	100	0.051536
5.133	100	0.057659
5.144	100	0.062598
5.155	100	0.061481
5.168	100	0.059246
5.179	100	0.059514
5.191	100	0.059917
5.203	100	0.060118
5.215	100	0.056274
5.226	100	0.058062
5.238	100	0.062152
5.250	100	0.059090
5.262	100	0.061302
5.273	100	0.063917
5.286	100	0.063962
5.297	100	0.062107
5.309	100	0.056497
5.320	100	0.052877
5.333	100	0.056676
5.344	100	0.063962
5.356	100	0.061816
5.367	100	0.058442
5.380	100	0.060230
5.391	100	0.058620
5.403	100	0.051871
5.415	100	0.053167
5.427	100	0.054128
5.438	100	0.050642
5.449	100	0.054508
5.462	100	0.056788
5.473	100	0.057078
5.485	100	0.059537
5.496	100	0.062487
5.509	100	0.060744
5.520	100	0.063962
5.532	100	0.067493
5.544	100	0.052519
5.556	100	0.051759
5.567	100	0.063805
5.579	100	0.059224
5.591	100	0.059157
5.603	100	0.058330
5.614	100	0.055000
5.627	100	0.055648
5.638	100	0.057481
5.650	100	0.058665
5.661	100	0.055715
5.674	100	0.057279
5.685	100	0.061705
5.697	100	0.060878
5.708	100	0.059246
5.721	100	0.063783
5.732	100	0.061034
5.743	100	0.064364
5.756	100	0.064006
5.767	100	0.069772
5.779	100	0.067292
5.790	100	0.058643
5.803	100	0.055827
5.814	100	0.063112
5.826	100	0.055693
5.837	100	0.059425
5.850	100	0.062084
5.861	100	0.062286
5.873	100	0.060989
5.885	100	0.064252
5.897	100	0.061526
5.908	100	0.060766
5.920	100	0.063090
5.932	100	0.063045
5.944	100	0.063537
5.955	100	0.062107
5.968	100	0.068767
5.979	100	0.063627
5.991	100	0.063515
6.002	100	0.064945
6.015	100	0.064364
6.026	100	0.060386
6.037	100	0.054307
6.049	100	0.057481
6.061	100	0.060609
6.073	100	0.066845
6.084	100	0.068275
6.097	100	0.066711
6.108	100	0.064878
6.120	100	0.066599
6.131	100	0.063135
6.144	100	0.066867
6.155	100	0.062531
6.167	100	0.058308
6.178	100	0.055693
6.191	100	0.060408
6.202	100	0.057212
6.214	100	0.061392
6.226	100	0.063291
6.238	100	0.059291
6.249	100	0.057011
6.261	100	0.051268
6.273	100	0.057771
6.285	100	0.060431
6.296	100	0.060609
6.309	100	0.058196
6.320	100	0.055425
6.332	100	0.056788
6.343	100	0.057481
6.355	100	0.064945
6.367	100	0.062174
6.378	100	0.055492
6.390	100	0.055335
6.402	100	0.056475
6.414	100	0.056855
6.425	100	0.060252
6.438	100	0.060922
6.449	100	0.062666
6.461	100	0.062688
6.472	100	0.054218
6.485	100	0.058240
6.496	100	0.054397
6.508	100	0.054978
6.519	100	0.049547
6.532	100	0.054486
6.543	100	0.057771
6.555	100	0.057011
6.567	100	0.060699
6.579	100	0.058687
6.590	100	0.053726
6.602	100	0.049435
6.614	100	0.054598
6.626	100	0.059045
6.637	100	0.060162
6.649	100	0.062084
6.661	100	0.062531
6.672	100	0.062576
6.684	100	0.063224
6.696	100	0.058531
6.708	100	0.057682
6.719	100	0.057861
6.731	100	0.059269
6.743	100	0.058732
6.755	100	0.058263
6.766	100	0.058777
6.779	100	0.058263
6.790	100	0.069594
6.802	100	0.069974
6.813	100	0.071672
6.826	100	0.069460
6.837	100	0.060364
6.849	100	0.062196
6.860	100	0.061302
6.873	100	0.057324
6.884	100	0.055022
6.896	100	0.062755
6.908	100	0.061548
6.920	100	0.061615
6.931	100	0.064498
6.943	100	0.060520
6.955	100	0.053659
6.967	100	0.060073
6.978	100	0.055492
6.989	100	0.057548
7.002	100	0.049927
7.013	100	0.054017
7.025	100	0.061548
7.037	100	0.056676
7.049	100	0.059961
7.060	100	0.060699
7.072	100	0.061928
7.084	100	0.061906
7.096	100	0.062442
7.107	100	0.063872
7.120	100	0.058732
7.131	100	0.061392
7.143	100	0.060565
7.154	100	0.060274
7.167	100	0.064006
7.178	100	0.059067
7.190	100	0.057436
7.201	100	0.064543
7.214	100	0.071940
7.225	100	0.061637
7.237	100	0.062107
7.249	100	0.062464
7.261	100	0.054799
7.272	100	0.057525
7.284	100	0.060431
7.296	100	0.058486
7.307	100	0.060140
7.319	100	0.058375
7.330	100	0.052363
7.343	100	0.057794
7.354	100	0.062889
7.366	100	0.062129
7.378	100	0.058442
7.390	100	0.053346
7.401	100	0.055827
7.413	100	0.058039
7.425	100	0.057257
7.437	100	0.065102
7.448	100	0.063336
7.461	100	0.064006
7.472	100	0.060900
7.484	100	0.063805
7.495	100	0.064073
7.508	100	0.060051
7.519	100	0.063045
7.531	100	0.062911
7.542	100	0.065928
7.555	100	0.060498
7.566	100	0.049145
7.578	100	0.049234
7.590	100	0.051916
7.601	100	0.060185
7.613	100	0.063716
7.624	100	0.064677
7.637	100	0.057771
7.648	100	0.052765
7.660	100	0.051268
7.671	100	0.056028
7.684	100	0.055849
7.695	100	0.055134
7.707	100	0.060922
7.719	100	0.061593
7.731	100	0.052296
7.742	100	0.045457
7.754	100	0.052854
7.766	100	0.064453
7.778	100	0.061168
7.789	100	0.061079
7.801	100	0.055894
7.813	100	0.055514
7.825	100	0.057481
7.836	100	0.056095
7.849	100	0.060073
7.860	100	0.061146
7.872	100	0.059045
7.883	100	0.064073
7.896	100	0.062688
7.907	100	0.053592
7.918	100	0.055246
7.931	100	0.062241
7.943	100	0.065906
7.954	100	0.064297
7.965	100	0.061280
7.978	100	0.062040
7.989	100	0.067716
8.001	100	0.068633
8.012	100	0.063068
8.025	100	0.053570
8.036	100	0.053637
8.048	100	0.063068
8.060	100	0.061928
8.072	100	0.059224
8.083	100	0.058084
8.095	100	0.064543
8.107	100	0.069795
8.119	100	0.064364
8.130	100	0.052966
8.142	100	0.058598
8.154	100	0.067247
8.166	100	0.067336
8.177	100	0.059693
8.190	100	0.060922
8.201	100	0.066800
8.212	100	0.059313
8.224	100	0.059090
8.237	100	0.051290
8.248	100	0.044295
8.259	100	0.052251
8.272	100	0.057145
8.283	100	0.057414
8.295	100	0.061883
8.306	100	0.062196
8.319	100	0.064297
8.330	100	0.072968
8.342	100	0.064051
8.353	100	0.054955
8.366	100	0.054665
8.377	100	0.047558
8.389	100	0.052765
8.401	100	0.059626
8.413	100	0.060453
8.424	100	0.065951
8.436	100	0.064967
8.448	100	0.064565
8.460	100	0.071605
8.471	100	0.070800
8.483	100	0.062353
8.495	100	0.056319
8.507	100	0.058486
8.518	100	0.060185
8.531	100	0.059403
8.542	100	0.057391
8.553	100	0.063224
8.565	100	0.061436
8.577	100	0.062107
8.589	100	0.063224
8.600	100	0.065683
8.613	100	0.061414
8.624	100	0.061749
8.636	100	0.059358
8.647	100	0.061258
8.660	100	0.063671
8.671	100	0.066353
8.683	100	0.067873
8.694	100	0.063738
8.707	100	0.062375
8.718	100	0.071717
8.730	100	0.071963
8.742	100	0.068811
8.754	100	0.058710
8.765	100	0.055872
8.777	100	0.059514
8.789	100	0.064476
8.801	100	0.059380
8.812	100	0.064342
8.823	100	0.057391
8.836	100	0.061436
8.847	100	0.065727
8.859	100	0.069437
8.871	100	0.065928
8.883	100	0.055693
8.894	100	0.051983
8.906	100	0.052787
8.918	100	0.055849
8.930	100	0.062509
8.941	100	0.062598
8.953	100	0.059939
8.965	100	0.058017
8.977	100	0.059738
8.988	100	0.060632
9.001	100	0.059045
9.012	100	0.062867
9.024	100	0.064029
9.035	100	0.063068
9.048	100	0.064096
9.059	100	0.061660
9.071	100	0.062688
9.083	100	0.062375
9.095	100	0.061414
9.106	100	0.059090
9.117	100	0.063895
9.130	100	0.070085
9.141	100	0.062062
9.153	100	0.062666
9.164	100	0.066822
9.177	100	0.061459
9.188	100	0.056475
9.200	100	0.065102
9.212	100	0.067962
9.224	100	0.063582
9.235	100	0.066174
9.247	100	0.065414
9.259	100	0.067493
9.271	100	0.068476
9.282	100	0.065660
9.294	100	0.062353
9.306	100	0.059224
9.318	100	0.068007
9.329	100	0.065660
9.342	100	0.055134
9.353	100	0.060006
9.365	100	0.069236
9.376	100	0.059872
9.389	100	0.057034